co_id,coi_id
845,1509
845,1510
846,1511
847,1512
847,1513
847,1514
848,1515
849,1516
849,1517
850,1518
850,1519
851,1520
851,1521
851,1522
852,1523
853,1524
853,1525
853,1526
854,1527
855,1528
855,1529
855,1530
856,1531
857,1532
858,1533
858,1534
859,1535
860,1536
860,1537
861,1538
862,1539
862,1540
863,1541
864,1542
865,1543
866,1544
867,1545
868,1546
869,1547
870,1548
870,1549
871,1550
871,1551
872,1552
872,1553
873,1554
874,1555
875,1556
876,1557
877,1558
878,1559
878,1560
878,1561
879,1562
879,1563
879,1564
880,1565
880,1566
881,1567
881,1568
882,1569
882,1570
883,1571
884,1572
885,1573
885,1574
885,1575
886,1576
887,1577
887,1578
888,1579
888,1580
888,1581
889,1582
890,1583
890,1584
891,1585
891,1586
892,1587
893,1588
893,1589
893,1590
894,1591
894,1592
894,1593
895,1594
895,1595
896,1596
897,1597
897,1598
898,1599
898,1600
898,1601
899,1602
899,1603
900,1604
900,1605
901,1606
901,1607
902,1608
903,1609
904,1610
904,1611
905,1612
906,1613
906,1614
907,1615
907,1616
908,1617
909,1618
909,1619
910,1620
910,1621
911,1622
911,1623
912,1624
913,1625
913,1626
914,1627
915,1628
915,1629
916,1630
917,1631
917,1632
917,1633
918,1634
919,1635
919,1636
919,1637
920,1638
920,1639
921,1640
921,1641
922,1642
923,1643
923,1644
923,1645
924,1646
925,1647
926,1648
926,1649
927,1650
928,1651
928,1652
928,1653
929,1654
929,1655
930,1656
930,1657
931,1658
932,1659
933,1660
934,1661
935,1662
935,1663
936,1664
936,1665
937,1666
937,1667
938,1668
939,1669
939,1670
940,1671
940,1672
941,1673
941,1674
941,1675
942,1676
943,1677
944,1678
945,1679
946,1680
946,1681
947,1682
947,1683
948,1684
949,1685
949,1686
950,1687
950,1688
951,1689
951,1690
952,1691
952,1692
952,1693
953,1694
953,1695
953,1696
954,1697
954,1698
955,1699
956,1700
956,1701
956,1702
957,1703
958,1704
959,1705
960,1706
960,1707
961,1708
962,1709
962,1710
962,1711
963,1712
964,1713
965,1714
966,1715
966,1716
966,1717
967,1718
967,1719
967,1720
968,1721
968,1722
968,1723
969,1724
969,1725
969,1726
970,1727
971,1728
972,1729
973,1730
973,1731
974,1732
975,1733
975,1734
975,1735
976,1736
976,1737
977,1738
977,1739
978,1740
979,1741
979,1742
980,1743
981,1744
982,1745
983,1746
983,1747
984,1748
984,1749
985,1750
986,1751
986,1752
987,1753
987,1754
988,1755
988,1756
989,1757
989,1758
990,1759
990,1760
991,1761
991,1762
991,1763
992,1764
993,1765
993,1766
993,1767
994,1768
994,1769
995,1770
996,1771
997,1772
998,1773
998,1774
999,1775
999,1776
1000,1777
1000,1778
1001,1779
1001,1780
1001,1781
1002,1782
1002,1783
1002,1784
1003,1785
1004,1786
1005,1787
1006,1788
1007,1789
1007,1790
1008,1791
1008,1792
1009,1793
1010,1794
1011,1795
1011,1796
1011,1797
1012,1798
1012,1799
1013,1800
1013,1801
1014,1802
1015,1803
1015,1804
1015,1805
1016,1806
1017,1807
1018,1808
1019,1809
1020,1810
1020,1811
1020,1812
1021,1813
1021,1814
1022,1815
1023,1816
1023,1817
1024,1818
1025,1819
1025,1820
1026,1821
1026,1822
1027,1823
1028,1824
1028,1825
1029,1826
1029,1827
1030,1828
1030,1829
1031,1830
1031,1831
1031,1832
1032,1833
1033,1834
1034,1835
1034,1836
1034,1837
1035,1838
1035,1839
1035,1840
1036,1841
1037,1842
1038,1843
1039,1844
1039,1845
1040,1846
1041,1847
1042,1848
1043,1849
1044,1850
1044,1851
1045,1852
1045,1853
1046,1854
1047,1855
1048,1856
1048,1857
1048,1858
1049,1859
1049,1860
1050,1861
1051,1862
1051,1863
1051,1864
1052,1865
1052,1866
1052,1867
1053,1868
1053,1869
1054,1870
1055,1871
1056,1872
1057,1873
1058,1874
1058,1875
1058,1876
1059,1877
1059,1878
1059,1879
1060,1880
1060,1881
1061,1882
1061,1883
1062,1884
1063,1885
1064,1886
1064,1887
1065,1888
1065,1889
1066,1890
1066,1891
1067,1892
1068,1893
1069,1894
1069,1895
1070,1896
1070,1897
1071,1898
1071,1899
1072,1900
1073,1901
1073,1902
1074,1903
1074,1904
1075,1905
1075,1906
1076,1907
1076,1908
1077,1909
1078,1910
1078,1911
1078,1912
1079,1913
1079,1914
1079,1915
1080,1916
1080,1917
1081,1918
1081,1919
1082,1920
1082,1921
1083,1922
1083,1923
1084,1924
1085,1925
1085,1926
1086,1927
1086,1928
1087,1929
1087,1930
1087,1931
1088,1932
1088,1933
1089,1934
1089,1935
1089,1936
1090,1937
1090,1938
1091,1939
1091,1940
1092,1941
1092,1942
1093,1943
1094,1944
1095,1945
1096,1946
1096,1947
1097,1948
1097,1949
1098,1950
1099,1951
1099,1952
1100,1953
1100,1954
1100,1955
1101,1956
1101,1957
1101,1958
1102,1959
1103,1960
1103,1961
1103,1962
1104,1963
1105,1964
1105,1965
1106,1966
1106,1967
1106,1968
1107,1969
1108,1970
1109,1971
1109,1972
1110,1973
1110,1974
1111,1975
1111,1976
1112,1977
1112,1978
1113,1979
1114,1980
1115,1981
1115,1982
1116,1983
1116,1984
1117,1985
1118,1986
1118,1987
1118,1988
1119,1989
1119,1990
1119,1991
1120,1992
1121,1993
1121,1994
1122,1995
1122,1996
1122,1997
1123,1998
1123,1999
1124,2000
1124,2001
1124,2002
1125,2003
1126,2004
1126,2005
1127,2006
1127,2007
1127,2008
1128,2009
1128,2010
1128,2011
1129,2012
1129,2013
1130,2014
1130,2015
1130,2016
1131,2017
1131,2018
1132,2019
1132,2020
1132,2021
1133,2022
1133,2023
1134,2024
1135,2025
1136,2026
1137,2027
1138,2028
1139,2029
1139,2030
1139,2031
1140,2032
1140,2033
1140,2034
1141,2035
1141,2036
1142,2037
1143,2038
1143,2039
1144,2040
1145,2041
1146,2042
1147,2043
1148,2044
1148,2045
1149,2046
1149,2047
1150,2048
1150,2049
1150,2050
1151,2051
1152,2052
1152,2053
1153,2054
1153,2055
1154,2056
1155,2057
1155,2058
1156,2059
1157,2060
1157,2061
1157,2062
1158,2063
1158,2064
1159,2065
1159,2066
1160,2067
1161,2068
1161,2069
1161,2070
1162,2071
1163,2072
1164,2073
1165,2074
1165,2075
1166,2076
1166,2077
1167,2078
1167,2079
1168,2080
1169,2081
1170,2082
1170,2083
1170,2084
1171,2085
1171,2086
1172,2087
1173,2088
1173,2089
1173,2090
1174,2091
1174,2092
1175,2093
1176,2094
1177,2095
1178,2096
1179,2097
1179,2098
1179,2099
1180,2100
1181,2101
1182,2102
1183,2103
1183,2104
1183,2105
1184,2106
1185,2107
1185,2108
1186,2109
1187,2110
1187,2111
1188,2112
1189,2113
1189,2114
1190,2115
1191,2116
1191,2117
1191,2118
1192,2119
1192,2120
1193,2121
1193,2122
1193,2123
1194,2124
1194,2125
1194,2126
1195,2127
1195,2128
1196,2129
1196,2130
1196,2131
1197,2132
1198,2133
1199,2134
1200,2135
1201,2136
1201,2137
1202,2138
1202,2139
1203,2140
1203,2141
1204,2142
1204,2143
1205,2144
1205,2145
1205,2146
1206,2147
1207,2148
1208,2149
1209,2150
1209,2151
1209,2152
1210,2153
1211,2154
1211,2155
1212,2156
1213,2157
1214,2158
1215,2159
1215,2160
1216,2161
1216,2162
1217,2163
1217,2164
1218,2165
1219,2166
1219,2167
1220,2168
1220,2169
1221,2170
1221,2171
1222,2172
1223,2173
1224,2174
1225,2175
1226,2176
1227,2177
1227,2178
1228,2179
1228,2180
1228,2181
1229,2182
1229,2183
1230,2184
1230,2185
1231,2186
1231,2187
1232,2188
1233,2189
1233,2190
1234,2191
1234,2192
1235,2193
1236,2194
1237,2195
1238,2196
1238,2197
1238,2198
1239,2199
1239,2200
1239,2201
1240,2202
1240,2203
1241,2204
1242,2205
1242,2206
1243,2207
1243,2208
1243,2209
1244,2210
1244,2211
1244,2212
1245,2213
1245,2214
1245,2215
1246,2216
1247,2217
1247,2218
1247,2219
1248,2220
1248,2221
1249,2222
1249,2223
1250,2224
1251,2225
1252,2226
1252,2227
1253,2228
1253,2229
1254,2230
1254,2231
1255,2232
1256,2233
1256,2234
1257,2235
1257,2236
1258,2237
1258,2238
1259,2239
1260,2240
1260,2241
1260,2242
1261,2243
1262,2244
1263,2245
1263,2246
1264,2247
1264,2248
1264,2249
1265,2250
1265,2251
1265,2252
1266,2253
1266,2254
1267,2255
1267,2256
1268,2257
1268,2258
1268,2259
1269,2260
1269,2261
1269,2262
1270,2263
1271,2264
1272,2265
1273,2266
1274,2267
1274,2268
1274,2269
1275,2270
1275,2271
1275,2272
1276,2273
1276,2274
1276,2275
1277,2276
1278,2277
1279,2278
1279,2279
1279,2280
1280,2281
1281,2282
1282,2283
1282,2284
1283,2285
1283,2286
1283,2287
1284,2288
1285,2289
1286,2290
1287,2291
1288,2292
1289,2293
1289,2294
1290,2295
1290,2296
1291,2297
1292,2298
1293,2299
1293,2300
1294,2301
1295,2302
1295,2303
1295,2304
1296,2305
1296,2306
1296,2307
1297,2308
1297,2309
1297,2310
1298,2311
1299,2312
1299,2313
1300,2314
1301,2315
1301,2316
1302,2317
1302,2318
1303,2319
1303,2320
1303,2321
1304,2322
1305,2323
1305,2324
1306,2325
1306,2326
1307,2327
1308,2328
1308,2329
1309,2330
1309,2331
1310,2332
1310,2333
1311,2334
1312,2335
1313,2336
1314,2337
1315,2338
1316,2339
1316,2340
1317,2341
1318,2342
1319,2343
1320,2344
1320,2345
1321,2346
1321,2347
1322,2348
1322,2349
1323,2350
1324,2351
1325,2352
1326,2353
1327,2354
1328,2355
1328,2356
1329,2357
1329,2358
1330,2359
1330,2360
1331,2361
1331,2362
1332,2363
1332,2364
1333,2365
1333,2366
1334,2367
1335,2368
1336,2369
1336,2370
1336,2371
1337,2372
1337,2373
1338,2374
1338,2375
1338,2376
1339,2377
1339,2378
1339,2379
1340,2380
1340,2381
1341,2382
1342,2383
1342,2384
1342,2385
1343,2386
1343,2387
1344,2388
1345,2389
1345,2390
1346,2391
1347,2392
1348,2393
1348,2394
1348,2395
1349,2396
1349,2397
1350,2398
1351,2399
1352,2400
1353,2401
1354,2402
1354,2403
1354,2404
1355,2405
1355,2406
1356,2407
1356,2408
1356,2409
1357,2410
1358,2411
1358,2412
1359,2413
1359,2414
1359,2415
1360,2416
1361,2417
1361,2418
1361,2419
1362,2420
1362,2421
1363,2422
1363,2423
1363,2424
1364,2425
1364,2426
1365,2427
1365,2428
1366,2429
1366,2430
1367,2431
1368,2432
1368,2433
1369,2434
1369,2435
1370,2436
1371,2437
1372,2438
1372,2439
1373,2440
1373,2441
1374,2442
1375,2443
1375,2444
1375,2445
1376,2446
1376,2447
1377,2448
1377,2449
1377,2450
1378,2451
1378,2452
1379,2453
1380,2454
1381,2455
1382,2456
1383,2457
1383,2458
1384,2459
1384,2460
1384,2461
1385,2462
1385,2463
1386,2464
1386,2465
1387,2466
1387,2467
1388,2468
1388,2469
1388,2470
1389,2471
1389,2472
1390,2473
1391,2474
1392,2475
1393,2476
1393,2477
1394,2478
1394,2479
1395,2480
1395,2481
1395,2482
1396,2483
1396,2484
1397,2485
1397,2486
1397,2487
1398,2488
1399,2489
1400,2490
1400,2491
1401,2492
1401,2493
1402,2494
1403,2495
1404,2496
1405,2497
1405,2498
1405,2499
1406,2500
1407,2501
1408,2502
1408,2503
1408,2504
1409,2505
1410,2506
1411,2507
1411,2508
1411,2509
1412,2510
1413,2511
1413,2512
1414,2513
1414,2514
1415,2515
1416,2516
1417,2517
1418,2518
1419,2519
1420,2520
1420,2521
1421,2522
1422,2523
1422,2524
1422,2525
1423,2526
1424,2527
1424,2528
1424,2529
1425,2530
1425,2531
1426,2532
1426,2533
1427,2534
1428,2535
1428,2536
1428,2537
1429,2538
1430,2539
1430,2540
1431,2541
1431,2542
1432,2543
1432,2544
1433,2545
1434,2546
1434,2547
1434,2548
1435,2549
1435,2550
1435,2551
1436,2552
1436,2553
1436,2554
1437,2555
1437,2556
1438,2557
1438,2558
1439,2559
1439,2560
1440,2561
1440,2562
1440,2563
1441,2564
1441,2565
1442,2566
1443,2567
1444,2568
1444,2569
1445,2570
1445,2571
1445,2572
1446,2573
1447,2574
1447,2575
1448,2576
1449,2577
1450,2578
1451,2579
1452,2580
1453,2581
1453,2582
1453,2583
1454,2584
1454,2585
1455,2586
1455,2587
1456,2588
1456,2589
1457,2590
1458,2591
1459,2592
1460,2593
1460,2594
1460,2595
1461,2596
1462,2597
1463,2598
1463,2599
1464,2600
1465,2601
1466,2602
1466,2603
1467,2604
1467,2605
1468,2606
1468,2607
1469,2608
1470,2609
1471,2610
1471,2611
1471,2612
1472,2613
1473,2614
1473,2615
1474,2616
1475,2617
1476,2618
1476,2619
1476,2620
1477,2621
1477,2622
1478,2623
1478,2624
1479,2625
1479,2626
1480,2627
1480,2628
1481,2629
1482,2630
1483,2631
1484,2632
1484,2633
1485,2634
1486,2635
1486,2636
1487,2637
1487,2638
1488,2639
1489,2640
1489,2641
1490,2642
1491,2643
1492,2644
1492,2645
1493,2646
1493,2647
1494,2648
1494,2649
1495,2650
1495,2651
1496,2652
1496,2653
1497,2654
1497,2655
1498,2656
1499,2657
1500,2658
1500,2659
1501,2660
1501,2661
1502,2662
1502,2663
1502,2664
1503,2665
1504,2666
1505,2667
1505,2668
1505,2669
1506,2670
1507,2671
1507,2672
1508,2673
1508,2674
1508,2675
1509,2676
1509,2677
1509,2678
1510,2679
1510,2680
1511,2681
1511,2682
1511,2683
1512,2684
1512,2685
1513,2686
1513,2687
1514,2688
1515,2689
1516,2690
1516,2691
1517,2692
1517,2693
1517,2694
1518,2695
1518,2696
1519,2697
1519,2698
1520,2699
1520,2700
1520,2701
1521,2702
1522,2703
1522,2704
1523,2705
1523,2706
1523,2707
1524,2708
1524,2709
1525,2710
1525,2711
1526,2712
1527,2713
1527,2714
1528,2715
1529,2716
1530,2717
1531,2718
1531,2719
1532,2720
1533,2721
1533,2722
1534,2723
1535,2724
1535,2725
1535,2726
1536,2727
1536,2728
1536,2729
1537,2730
1537,2731
1537,2732
1538,2733
1538,2734
1538,2735
1539,2736
1540,2737
1540,2738
1541,2739
1541,2740
1541,2741
1542,2742
1543,2743
1543,2744
1544,2745
1545,2746
1545,2747
1546,2748
1546,2749
1546,2750
1547,2751
1548,2752
1548,2753
1548,2754
1549,2755
1550,2756
1550,2757
1551,2758
1551,2759
1552,2760
1552,2761
1553,2762
1554,2763
1554,2764
1554,2765
1555,2766
1555,2767
1556,2768
1557,2769
1557,2770
1558,2771
1558,2772
1558,2773
1559,2774
1559,2775
1560,2776
1560,2777
1560,2778
1561,2779
1561,2780
1562,2781
1563,2782
1563,2783
1563,2784
1564,2785
1565,2786
1565,2787
1566,2788
1566,2789
1567,2790
1567,2791
1568,2792
