id,price,time_of_order,employee_id,date,time
41,10.29,2022-09-12 10:40:13,6,2022-09-12,10:40:13
42,8.29,2022-09-12 10:41:21,6,2022-09-12,10:41:21
43,8.29,2022-09-12 10:42:22,6,2022-09-12,10:42:22
44,9.58,2022-09-12 10:43:24,6,2022-09-12,10:43:24
45,8.29,2022-09-12 10:44:19,6,2022-09-12,10:44:19
46,7.29,2022-09-12 10:45:23,6,2022-09-12,10:45:23
47,10.579999999999998,2022-09-12 10:46:23,6,2022-09-12,10:46:23
48,8.19,2022-09-12 10:47:09,6,2022-09-12,10:47:09
49,10.29,2022-09-12 10:48:19,6,2022-09-12,10:48:19
50,7.29,2022-09-12 10:49:34,6,2022-09-12,10:49:34
51,8.29,2022-09-12 10:50:40,6,2022-09-12,10:50:40
52,12.469999999999999,2022-09-12 10:51:34,6,2022-09-12,10:51:34
53,8.19,2022-09-12 10:52:30,6,2022-09-12,10:52:30
54,10.48,2022-09-12 10:53:19,6,2022-09-12,10:53:19
55,8.19,2022-09-12 10:54:08,6,2022-09-12,10:54:08
56,10.29,2022-09-12 10:55:05,6,2022-09-12,10:55:05
57,9.29,2022-09-12 10:56:03,6,2022-09-12,10:56:03
58,10.29,2022-09-12 10:56:59,6,2022-09-12,10:56:59
59,11.48,2022-09-12 10:58:04,6,2022-09-12,10:58:04
60,10.28,2022-09-12 10:59:01,6,2022-09-12,10:59:01
61,8.29,2022-09-12 11:00:00,6,2022-09-12,11:00:00
62,10.28,2022-09-12 11:01:07,6,2022-09-12,11:01:07
63,12.569999999999999,2022-09-12 11:02:03,6,2022-09-12,11:02:03
64,12.379999999999999,2022-09-12 11:03:01,6,2022-09-12,11:03:01
65,11.57,2022-09-12 11:03:58,6,2022-09-12,11:03:58
66,9.379999999999999,2022-09-12 11:04:58,6,2022-09-12,11:04:58
67,7.29,2022-09-12 11:06:00,6,2022-09-12,11:06:00
68,7.29,2022-09-12 11:06:56,6,2022-09-12,11:06:56
69,9.379999999999999,2022-09-12 11:08:11,6,2022-09-12,11:08:11
70,12.669999999999998,2022-09-12 11:09:11,6,2022-09-12,11:09:11
71,10.28,2022-09-12 11:10:03,6,2022-09-12,11:10:03
72,9.29,2022-09-12 11:10:51,6,2022-09-12,11:10:51
73,7.29,2022-09-12 11:11:42,6,2022-09-12,11:11:42
74,11.48,2022-09-12 11:12:44,6,2022-09-12,11:12:44
75,10.29,2022-09-12 11:13:36,6,2022-09-12,11:13:36
76,7.29,2022-09-12 11:14:44,6,2022-09-12,11:14:44
77,8.19,2022-09-12 11:15:43,6,2022-09-12,11:15:43
78,11.48,2022-09-12 11:16:49,6,2022-09-12,11:16:49
79,10.28,2022-09-12 11:17:54,6,2022-09-12,11:17:54
80,8.29,2022-09-12 11:18:55,6,2022-09-12,11:18:55
81,11.48,2022-09-12 11:19:55,6,2022-09-12,11:19:55
82,9.379999999999999,2022-09-12 11:21:01,6,2022-09-12,11:21:01
83,9.58,2022-09-12 11:21:50,6,2022-09-12,11:21:50
84,8.29,2022-09-12 11:22:59,6,2022-09-12,11:22:59
85,10.28,2022-09-12 11:24:00,6,2022-09-12,11:24:00
86,10.28,2022-09-12 11:25:02,6,2022-09-12,11:25:02
87,7.29,2022-09-12 11:25:57,6,2022-09-12,11:25:57
88,7.29,2022-09-12 11:26:56,6,2022-09-12,11:26:56
89,9.29,2022-09-12 11:27:51,6,2022-09-12,11:27:51
90,12.77,2022-09-12 11:29:01,6,2022-09-12,11:29:01
91,8.29,2022-09-12 11:30:11,6,2022-09-12,11:30:11
92,12.77,2022-09-12 11:30:56,6,2022-09-12,11:30:56
93,12.77,2022-09-12 11:31:53,6,2022-09-12,11:31:53
94,10.19,2022-09-12 11:32:57,6,2022-09-12,11:32:57
95,10.19,2022-09-12 11:34:08,6,2022-09-12,11:34:08
96,9.29,2022-09-12 11:35:06,6,2022-09-12,11:35:06
97,10.379999999999999,2022-09-12 11:36:11,6,2022-09-12,11:36:11
98,10.48,2022-09-12 11:37:10,6,2022-09-12,11:37:10
99,8.19,2022-09-12 11:38:10,6,2022-09-12,11:38:10
100,9.58,2022-09-12 11:39:08,6,2022-09-12,11:39:08
101,7.29,2022-09-12 11:40:11,6,2022-09-12,11:40:11
102,7.29,2022-09-12 11:41:08,6,2022-09-12,11:41:08
103,9.29,2022-09-12 11:42:14,6,2022-09-12,11:42:14
104,11.57,2022-09-12 11:43:24,6,2022-09-12,11:43:24
105,8.29,2022-09-12 11:44:30,6,2022-09-12,11:44:30
106,9.379999999999999,2022-09-12 11:45:25,6,2022-09-12,11:45:25
107,10.29,2022-09-12 11:46:17,6,2022-09-12,11:46:17
108,10.48,2022-09-12 11:47:10,6,2022-09-12,11:47:10
109,8.29,2022-09-12 11:48:01,6,2022-09-12,11:48:01
110,9.29,2022-09-12 11:49:16,6,2022-09-12,11:49:16
111,9.58,2022-09-12 11:50:10,6,2022-09-12,11:50:10
112,12.669999999999998,2022-09-12 11:51:04,6,2022-09-12,11:51:04
113,7.29,2022-09-12 11:52:06,6,2022-09-12,11:52:06
114,10.379999999999999,2022-09-12 11:53:02,6,2022-09-12,11:53:02
115,11.57,2022-09-12 11:53:53,6,2022-09-12,11:53:53
116,10.48,2022-09-12 11:54:44,6,2022-09-12,11:54:44
117,10.48,2022-09-12 11:55:57,6,2022-09-12,11:55:57
118,10.28,2022-09-12 11:57:08,6,2022-09-12,11:57:08
119,10.579999999999998,2022-09-12 11:57:56,6,2022-09-12,11:57:56
120,11.57,2022-09-12 11:58:55,6,2022-09-12,11:58:55
121,10.48,2022-09-12 11:59:56,6,2022-09-12,11:59:56
122,11.48,2022-09-12 12:01:05,6,2022-09-12,12:01:05
123,7.29,2022-09-12 12:02:17,6,2022-09-12,12:02:17
124,7.29,2022-09-12 12:03:16,6,2022-09-12,12:03:16
125,10.29,2022-09-12 12:04:23,6,2022-09-12,12:04:23
126,10.48,2022-09-12 12:05:27,6,2022-09-12,12:05:27
127,9.29,2022-09-12 12:06:31,6,2022-09-12,12:06:31
128,10.28,2022-09-12 12:07:33,6,2022-09-12,12:07:33
129,8.29,2022-09-12 12:08:37,6,2022-09-12,12:08:37
130,7.29,2022-09-12 12:09:18,6,2022-09-12,12:09:18
131,7.29,2022-09-12 12:10:30,6,2022-09-12,12:10:30
132,7.29,2022-09-12 12:11:37,6,2022-09-12,12:11:37
133,8.29,2022-09-12 12:12:34,6,2022-09-12,12:12:34
134,10.28,2022-09-12 12:13:33,6,2022-09-12,12:13:33
135,7.29,2022-09-12 12:14:34,6,2022-09-12,12:14:34
136,10.379999999999999,2022-09-12 12:15:30,6,2022-09-12,12:15:30
137,9.29,2022-09-12 12:16:27,6,2022-09-12,12:16:27
138,8.19,2022-09-12 12:17:27,6,2022-09-12,12:17:27
139,8.19,2022-09-12 12:18:24,6,2022-09-12,12:18:24
140,9.29,2022-09-12 12:19:35,6,2022-09-12,12:19:35
141,8.29,2022-09-12 12:20:25,6,2022-09-12,12:20:25
142,12.569999999999999,2022-09-12 12:21:35,6,2022-09-12,12:21:35
143,11.48,2022-09-12 12:22:47,6,2022-09-12,12:22:47
144,7.29,2022-09-12 12:23:48,6,2022-09-12,12:23:48
145,10.29,2022-09-12 12:24:51,6,2022-09-12,12:24:51
146,8.19,2022-09-12 12:25:50,6,2022-09-12,12:25:50
147,9.58,2022-09-12 12:26:56,6,2022-09-12,12:26:56
148,8.29,2022-09-12 12:27:54,6,2022-09-12,12:27:54
149,9.58,2022-09-12 12:28:52,6,2022-09-12,12:28:52
150,9.58,2022-09-12 12:29:55,6,2022-09-12,12:29:55
151,10.28,2022-09-12 12:30:57,6,2022-09-12,12:30:57
152,11.48,2022-09-12 12:31:53,6,2022-09-12,12:31:53
153,7.29,2022-09-12 12:32:45,6,2022-09-12,12:32:45
154,12.379999999999999,2022-09-12 12:33:53,6,2022-09-12,12:33:53
155,7.29,2022-09-12 12:34:46,6,2022-09-12,12:34:46
156,9.58,2022-09-12 12:35:40,6,2022-09-12,12:35:40
157,7.29,2022-09-12 12:36:39,6,2022-09-12,12:36:39
158,11.57,2022-09-12 12:37:40,6,2022-09-12,12:37:40
159,7.29,2022-09-12 12:38:44,6,2022-09-12,12:38:44
160,7.29,2022-09-12 12:39:48,6,2022-09-12,12:39:48
161,8.29,2022-09-12 12:40:50,6,2022-09-12,12:40:50
162,8.19,2022-09-12 12:42:01,6,2022-09-12,12:42:01
163,9.29,2022-09-12 12:43:01,6,2022-09-12,12:43:01
164,7.29,2022-09-12 12:43:56,6,2022-09-12,12:43:56
165,12.669999999999998,2022-09-12 12:44:52,6,2022-09-12,12:44:52
166,10.19,2022-09-12 12:46:01,6,2022-09-12,12:46:01
167,8.19,2022-09-12 12:47:08,6,2022-09-12,12:47:08
168,8.19,2022-09-12 12:48:06,6,2022-09-12,12:48:06
169,12.469999999999999,2022-09-12 12:48:56,6,2022-09-12,12:48:56
170,11.57,2022-09-12 12:49:57,6,2022-09-12,12:49:57
171,9.379999999999999,2022-09-12 12:50:40,6,2022-09-12,12:50:40
172,8.19,2022-09-12 12:51:43,6,2022-09-12,12:51:43
173,9.58,2022-09-12 12:52:46,6,2022-09-12,12:52:46
174,9.58,2022-09-12 12:53:43,6,2022-09-12,12:53:43
175,9.379999999999999,2022-09-12 12:54:49,6,2022-09-12,12:54:49
176,8.19,2022-09-12 12:55:49,6,2022-09-12,12:55:49
177,9.379999999999999,2022-09-12 12:56:37,6,2022-09-12,12:56:37
178,7.29,2022-09-12 12:57:28,6,2022-09-12,12:57:28
179,7.29,2022-09-12 12:58:36,6,2022-09-12,12:58:36
180,8.19,2022-09-12 12:59:34,6,2022-09-12,12:59:34
181,12.569999999999999,2022-09-12 13:00:38,6,2022-09-12,13:00:38
182,7.29,2022-09-12 13:01:49,6,2022-09-12,13:01:49
183,8.19,2022-09-12 13:02:46,6,2022-09-12,13:02:46
184,10.48,2022-09-12 13:03:48,6,2022-09-12,13:03:48
185,10.48,2022-09-12 13:04:56,6,2022-09-12,13:04:56
186,10.579999999999998,2022-09-12 13:05:52,6,2022-09-12,13:05:52
187,8.29,2022-09-12 13:07:04,6,2022-09-12,13:07:04
188,11.77,2022-09-12 13:07:59,6,2022-09-12,13:07:59
189,9.29,2022-09-12 13:09:06,6,2022-09-12,13:09:06
190,12.77,2022-09-12 13:10:12,6,2022-09-12,13:10:12
191,7.29,2022-09-12 13:11:16,6,2022-09-12,13:11:16
192,8.29,2022-09-12 13:12:09,6,2022-09-12,13:12:09
193,8.29,2022-09-12 13:13:06,6,2022-09-12,13:13:06
194,8.29,2022-09-12 13:14:05,6,2022-09-12,13:14:05
195,11.57,2022-09-12 13:15:09,6,2022-09-12,13:15:09
196,7.29,2022-09-12 13:16:02,6,2022-09-12,13:16:02
197,8.19,2022-09-12 13:17:03,6,2022-09-12,13:17:03
198,9.58,2022-09-12 13:17:48,6,2022-09-12,13:17:48
199,8.19,2022-09-12 13:18:45,6,2022-09-12,13:18:45
200,9.379999999999999,2022-09-12 13:19:48,6,2022-09-12,13:19:48
201,8.19,2022-09-12 13:20:46,6,2022-09-12,13:20:46
202,7.29,2022-09-12 13:21:43,6,2022-09-12,13:21:43
203,10.29,2022-09-12 13:22:45,6,2022-09-12,13:22:45
204,9.379999999999999,2022-09-12 13:23:54,6,2022-09-12,13:23:54
205,7.29,2022-09-12 13:24:40,6,2022-09-12,13:24:40
206,8.29,2022-09-12 13:25:40,6,2022-09-12,13:25:40
207,7.29,2022-09-12 13:26:42,6,2022-09-12,13:26:42
208,11.48,2022-09-12 13:27:43,6,2022-09-12,13:27:43
209,7.29,2022-09-12 13:28:39,6,2022-09-12,13:28:39
210,8.19,2022-09-12 13:29:40,6,2022-09-12,13:29:40
211,8.19,2022-09-12 13:30:39,6,2022-09-12,13:30:39
212,10.19,2022-09-12 13:31:36,6,2022-09-12,13:31:36
213,11.57,2022-09-12 13:32:40,6,2022-09-12,13:32:40
214,10.28,2022-09-12 13:33:47,6,2022-09-12,13:33:47
215,10.379999999999999,2022-09-12 13:34:46,6,2022-09-12,13:34:46
216,8.29,2022-09-12 13:35:49,6,2022-09-12,13:35:49
217,8.29,2022-09-12 13:36:47,6,2022-09-12,13:36:47
218,10.28,2022-09-12 13:37:53,6,2022-09-12,13:37:53
219,9.379999999999999,2022-09-12 13:38:39,6,2022-09-12,13:38:39
220,11.48,2022-09-12 13:39:33,6,2022-09-12,13:39:33
221,7.29,2022-09-12 13:40:36,6,2022-09-12,13:40:36
222,12.469999999999999,2022-09-12 13:41:33,6,2022-09-12,13:41:33
223,11.57,2022-09-12 13:42:30,6,2022-09-12,13:42:30
224,7.29,2022-09-12 13:43:38,6,2022-09-12,13:43:38
225,8.19,2022-09-12 13:44:30,6,2022-09-12,13:44:30
226,11.57,2022-09-12 13:45:33,6,2022-09-12,13:45:33
227,8.19,2022-09-12 13:46:36,6,2022-09-12,13:46:36
228,7.29,2022-09-12 13:47:42,6,2022-09-12,13:47:42
229,10.48,2022-09-12 13:48:45,6,2022-09-12,13:48:45
230,9.379999999999999,2022-09-12 13:49:46,6,2022-09-12,13:49:46
231,12.379999999999999,2022-09-12 13:50:43,6,2022-09-12,13:50:43
232,10.579999999999998,2022-09-12 13:51:44,6,2022-09-12,13:51:44
233,10.28,2022-09-12 13:52:38,6,2022-09-12,13:52:38
234,12.669999999999998,2022-09-12 13:53:37,6,2022-09-12,13:53:37
235,10.19,2022-09-12 13:54:38,6,2022-09-12,13:54:38
236,10.579999999999998,2022-09-12 13:55:39,6,2022-09-12,13:55:39
237,8.29,2022-09-12 13:56:42,6,2022-09-12,13:56:42
238,7.29,2022-09-12 13:57:35,6,2022-09-12,13:57:35
239,10.19,2022-09-12 13:58:33,6,2022-09-12,13:58:33
240,8.19,2022-09-12 13:59:33,6,2022-09-12,13:59:33
241,8.19,2022-09-12 14:00:37,6,2022-09-12,14:00:37
242,8.19,2022-09-12 14:01:46,6,2022-09-12,14:01:46
243,10.379999999999999,2022-09-12 14:02:45,6,2022-09-12,14:02:45
244,7.29,2022-09-12 14:03:40,6,2022-09-12,14:03:40
245,9.58,2022-09-12 14:04:39,6,2022-09-12,14:04:39
246,8.29,2022-09-12 14:05:38,6,2022-09-12,14:05:38
247,7.29,2022-09-12 14:06:32,6,2022-09-12,14:06:32
248,9.379999999999999,2022-09-12 14:07:34,6,2022-09-12,14:07:34
249,11.48,2022-09-12 14:08:39,6,2022-09-12,14:08:39
250,10.29,2022-09-12 14:09:45,6,2022-09-12,14:09:45
251,10.379999999999999,2022-09-12 14:10:38,6,2022-09-12,14:10:38
252,7.29,2022-09-12 14:11:41,6,2022-09-12,14:11:41
253,10.379999999999999,2022-09-12 14:12:44,6,2022-09-12,14:12:44
254,7.29,2022-09-12 14:13:45,6,2022-09-12,14:13:45
255,7.29,2022-09-12 14:14:43,6,2022-09-12,14:14:43
256,9.29,2022-09-12 14:15:28,6,2022-09-12,14:15:28
257,12.469999999999999,2022-09-12 14:16:32,6,2022-09-12,14:16:32
258,11.48,2022-09-12 14:17:34,6,2022-09-12,14:17:34
259,7.29,2022-09-12 14:18:35,6,2022-09-12,14:18:35
260,8.29,2022-09-12 14:19:30,6,2022-09-12,14:19:30
261,8.29,2022-09-12 14:20:31,6,2022-09-12,14:20:31
262,10.579999999999998,2022-09-12 14:21:36,6,2022-09-12,14:21:36
263,12.669999999999998,2022-09-12 14:22:37,6,2022-09-12,14:22:37
264,8.19,2022-09-12 14:23:41,6,2022-09-12,14:23:41
265,10.579999999999998,2022-09-12 14:24:39,6,2022-09-12,14:24:39
266,12.379999999999999,2022-09-12 14:25:26,6,2022-09-12,14:25:26
267,9.29,2022-09-12 14:26:25,6,2022-09-12,14:26:25
268,9.58,2022-09-12 14:27:28,6,2022-09-12,14:27:28
269,8.29,2022-09-12 14:28:25,6,2022-09-12,14:28:25
270,7.29,2022-09-12 14:29:24,6,2022-09-12,14:29:24
271,12.669999999999998,2022-09-12 14:30:31,6,2022-09-12,14:30:31
272,10.29,2022-09-12 14:31:33,6,2022-09-12,14:31:33
273,9.58,2022-09-12 14:32:23,6,2022-09-12,14:32:23
274,9.379999999999999,2022-09-12 14:33:19,6,2022-09-12,14:33:19
275,12.77,2022-09-12 14:34:16,6,2022-09-12,14:34:16
276,11.57,2022-09-12 14:35:21,6,2022-09-12,14:35:21
277,11.57,2022-09-12 14:36:03,6,2022-09-12,14:36:03
278,11.77,2022-09-12 14:37:13,6,2022-09-12,14:37:13
279,9.29,2022-09-12 14:38:19,6,2022-09-12,14:38:19
280,8.29,2022-09-12 14:39:07,6,2022-09-12,14:39:07
281,8.19,2022-09-12 14:39:58,6,2022-09-12,14:39:58
282,10.48,2022-09-12 14:40:51,6,2022-09-12,14:40:51
283,11.57,2022-09-12 14:41:59,6,2022-09-12,14:41:59
284,10.29,2022-09-12 14:42:53,6,2022-09-12,14:42:53
285,8.19,2022-09-12 14:43:55,6,2022-09-12,14:43:55
286,9.58,2022-09-12 14:44:48,6,2022-09-12,14:44:48
287,11.48,2022-09-12 14:45:40,6,2022-09-12,14:45:40
288,7.29,2022-09-12 14:46:44,6,2022-09-12,14:46:44
289,12.469999999999999,2022-09-12 14:47:37,6,2022-09-12,14:47:37
290,9.58,2022-09-12 14:48:39,6,2022-09-12,14:48:39
291,8.29,2022-09-12 14:49:38,6,2022-09-12,14:49:38
292,9.29,2022-09-12 14:50:43,6,2022-09-12,14:50:43
293,12.469999999999999,2022-09-12 14:51:38,6,2022-09-12,14:51:38
294,8.29,2022-09-12 14:52:31,6,2022-09-12,14:52:31
295,7.29,2022-09-12 14:53:33,6,2022-09-12,14:53:33
296,8.19,2022-09-12 14:54:39,6,2022-09-12,14:54:39
297,9.29,2022-09-12 14:55:26,6,2022-09-12,14:55:26
298,7.29,2022-09-12 14:56:35,6,2022-09-12,14:56:35
299,10.379999999999999,2022-09-12 14:57:29,6,2022-09-12,14:57:29
300,8.19,2022-09-12 14:58:38,6,2022-09-12,14:58:38
301,7.29,2022-09-12 14:59:37,6,2022-09-12,14:59:37
302,9.58,2022-09-12 15:00:30,6,2022-09-12,15:00:30
303,11.48,2022-09-12 15:01:38,6,2022-09-12,15:01:38
304,11.57,2022-09-12 15:02:38,6,2022-09-12,15:02:38
305,9.379999999999999,2022-09-12 15:03:45,6,2022-09-12,15:03:45
306,12.469999999999999,2022-09-12 15:04:47,6,2022-09-12,15:04:47
307,7.29,2022-09-12 15:05:50,6,2022-09-12,15:05:50
308,7.29,2022-09-12 15:06:43,6,2022-09-12,15:06:43
309,7.29,2022-09-12 15:07:43,6,2022-09-12,15:07:43
310,11.77,2022-09-12 15:08:42,6,2022-09-12,15:08:42
311,9.379999999999999,2022-09-12 15:09:40,6,2022-09-12,15:09:40
312,8.19,2022-09-12 15:10:36,6,2022-09-12,15:10:36
313,7.29,2022-09-12 15:11:28,6,2022-09-12,15:11:28
314,10.29,2022-09-12 15:12:23,6,2022-09-12,15:12:23
315,12.569999999999999,2022-09-12 15:13:25,6,2022-09-12,15:13:25
316,10.379999999999999,2022-09-12 15:14:26,6,2022-09-12,15:14:26
317,10.19,2022-09-12 15:15:23,6,2022-09-12,15:15:23
318,7.29,2022-09-12 15:16:20,6,2022-09-12,15:16:20
319,7.29,2022-09-12 15:17:21,6,2022-09-12,15:17:21
320,7.29,2022-09-12 15:18:24,6,2022-09-12,15:18:24
321,10.379999999999999,2022-09-12 15:19:30,6,2022-09-12,15:19:30
322,8.29,2022-09-12 15:20:28,6,2022-09-12,15:20:28
323,7.29,2022-09-12 15:21:37,6,2022-09-12,15:21:37
324,8.29,2022-09-12 15:22:35,6,2022-09-12,15:22:35
325,7.29,2022-09-12 15:23:32,6,2022-09-12,15:23:32
326,10.48,2022-09-12 15:24:32,6,2022-09-12,15:24:32
327,12.77,2022-09-12 15:25:41,6,2022-09-12,15:25:41
328,8.19,2022-09-12 15:26:53,6,2022-09-12,15:26:53
329,9.379999999999999,2022-09-12 15:27:57,6,2022-09-12,15:27:57
330,12.669999999999998,2022-09-12 15:28:57,6,2022-09-12,15:28:57
331,10.379999999999999,2022-09-12 15:29:57,6,2022-09-12,15:29:57
332,11.57,2022-09-12 15:30:59,6,2022-09-12,15:30:59
333,8.29,2022-09-12 15:31:55,6,2022-09-12,15:31:55
334,11.77,2022-09-12 15:32:55,6,2022-09-12,15:32:55
335,12.569999999999999,2022-09-12 15:34:05,6,2022-09-12,15:34:05
336,11.48,2022-09-12 15:35:16,6,2022-09-12,15:35:16
337,10.28,2022-09-12 15:36:15,6,2022-09-12,15:36:15
338,9.379999999999999,2022-09-12 15:37:25,6,2022-09-12,15:37:25
339,10.379999999999999,2022-09-12 15:38:24,6,2022-09-12,15:38:24
340,7.29,2022-09-12 15:39:21,6,2022-09-12,15:39:21
341,7.29,2022-09-12 15:40:20,6,2022-09-12,15:40:20
342,11.57,2022-09-12 15:41:26,6,2022-09-12,15:41:26
343,8.19,2022-09-12 15:42:32,6,2022-09-12,15:42:32
344,8.19,2022-09-12 15:43:29,6,2022-09-12,15:43:29
345,9.29,2022-09-12 15:44:37,6,2022-09-12,15:44:37
346,8.19,2022-09-12 15:45:33,6,2022-09-12,15:45:33
347,10.28,2022-09-12 15:46:28,6,2022-09-12,15:46:28
348,11.77,2022-09-12 15:47:22,6,2022-09-12,15:47:22
349,9.58,2022-09-12 15:48:25,6,2022-09-12,15:48:25
350,9.379999999999999,2022-09-12 15:49:33,6,2022-09-12,15:49:33
351,9.58,2022-09-12 15:50:37,6,2022-09-12,15:50:37
352,10.29,2022-09-12 15:51:31,6,2022-09-12,15:51:31
353,9.58,2022-09-12 15:52:30,6,2022-09-12,15:52:30
354,8.29,2022-09-12 15:53:37,6,2022-09-12,15:53:37
355,10.48,2022-09-12 15:54:26,6,2022-09-12,15:54:26
356,8.19,2022-09-12 15:55:21,6,2022-09-12,15:55:21
357,12.469999999999999,2022-09-12 15:56:29,6,2022-09-12,15:56:29
358,8.19,2022-09-12 15:57:34,6,2022-09-12,15:57:34
359,8.19,2022-09-12 15:58:33,6,2022-09-12,15:58:33
360,7.29,2022-09-12 15:59:35,6,2022-09-12,15:59:35
361,10.29,2022-09-12 16:00:33,6,2022-09-12,16:00:33
362,7.29,2022-09-13 10:00:47,2,2022-09-13,10:00:47
363,10.19,2022-09-13 10:01:53,2,2022-09-13,10:01:53
364,12.669999999999998,2022-09-13 10:02:51,2,2022-09-13,10:02:51
365,9.379999999999999,2022-09-13 10:03:39,2,2022-09-13,10:03:39
366,12.479999999999999,2022-09-13 10:04:42,2,2022-09-13,10:04:42
367,8.19,2022-09-13 10:05:42,2,2022-09-13,10:05:42
368,10.29,2022-09-13 10:06:39,2,2022-09-13,10:06:39
369,8.29,2022-09-13 10:07:43,2,2022-09-13,10:07:43
370,12.469999999999999,2022-09-13 10:08:41,2,2022-09-13,10:08:41
371,8.19,2022-09-13 10:09:33,2,2022-09-13,10:09:33
372,10.379999999999999,2022-09-13 10:10:44,2,2022-09-13,10:10:44
373,9.29,2022-09-13 10:11:48,2,2022-09-13,10:11:48
374,12.379999999999999,2022-09-13 10:12:50,2,2022-09-13,10:12:50
375,10.28,2022-09-13 10:13:49,2,2022-09-13,10:13:49
376,8.29,2022-09-13 10:14:48,2,2022-09-13,10:14:48
377,7.29,2022-09-13 10:15:45,2,2022-09-13,10:15:45
378,7.29,2022-09-13 10:16:46,2,2022-09-13,10:16:46
379,11.77,2022-09-13 10:17:36,2,2022-09-13,10:17:36
380,10.29,2022-09-13 10:18:43,2,2022-09-13,10:18:43
381,12.77,2022-09-13 10:19:30,2,2022-09-13,10:19:30
382,11.57,2022-09-13 10:20:24,2,2022-09-13,10:20:24
383,8.19,2022-09-13 10:21:22,2,2022-09-13,10:21:22
384,8.29,2022-09-13 10:22:21,2,2022-09-13,10:22:21
385,10.379999999999999,2022-09-13 10:23:19,2,2022-09-13,10:23:19
386,10.28,2022-09-13 10:24:20,2,2022-09-13,10:24:20
387,11.48,2022-09-13 10:25:10,2,2022-09-13,10:25:10
388,11.57,2022-09-13 10:26:22,2,2022-09-13,10:26:22
389,7.29,2022-09-13 10:27:35,2,2022-09-13,10:27:35
390,10.48,2022-09-13 10:28:38,2,2022-09-13,10:28:38
391,11.48,2022-09-13 10:29:38,2,2022-09-13,10:29:38
392,10.28,2022-09-13 10:30:23,2,2022-09-13,10:30:23
393,9.29,2022-09-13 10:31:13,2,2022-09-13,10:31:13
394,8.19,2022-09-13 10:32:16,2,2022-09-13,10:32:16
395,10.379999999999999,2022-09-13 10:33:06,2,2022-09-13,10:33:06
396,10.19,2022-09-13 10:34:08,2,2022-09-13,10:34:08
397,7.29,2022-09-13 10:35:08,2,2022-09-13,10:35:08
398,10.19,2022-09-13 10:36:08,2,2022-09-13,10:36:08
399,7.29,2022-09-13 10:37:07,2,2022-09-13,10:37:07
400,12.479999999999999,2022-09-13 10:38:06,2,2022-09-13,10:38:06
401,9.29,2022-09-13 10:39:09,2,2022-09-13,10:39:09
